MST code,Citizenship,Dept,Dept name,App. Status,Time App. Started,Date App. Started,Transfer date,App year,Inquiry
050000333259,Egypt,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),15:28:28,2023-01-26,2023-02-02,2023/24,
050000310944,United States of America,PHIL,Department of Philosophy,Submitted via Web (PAID),02:18:30,2023-01-08,2023-02-03,2023/24,PHILSTUDYP
050000334488,Russian Federation,MEDS,Department of Medieval Studies,Submitted via Web (PAID),10:00:14,2023-01-27,2023-02-03,2023/24,
050000334739,Germany,LEGS,Department of Legal Studies,Submitted via Web (PAID),11:34:15,2023-04-04,2023-05-10,2023/24,
050000334820,India,INTR,Department of International Relations,Submitted via Web (PAID),07:05:13,2022-11-20,2023-01-30,2023/24,
050000334820,India,NATI,Nationalism Studies Program,Submitted via Web (PAID),07:56:39,2023-01-26,2023-01-30,2023/24,
050000334820,India,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),16:23:54,2022-11-14,2023-01-30,2023/24,
050000334868,Belarus,LEGS,Department of Legal Studies,Submitted via Web (PAID),18:56:30,2022-12-03,2022-12-05,2023/24,
050000335130,Hungary,NATI,Nationalism Studies Program,Submitted via Web (PAID),17:44:50,2023-01-31,2023-02-02,2023/24,
050000335130,Hungary,POLS,Department of Political Science,Submitted via Web (PAID),15:47:25,2023-01-25,2023-02-02,2023/24,
050000335204,United States of America,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),12:29:26,2023-01-25,2023-02-06,2023/24,
050000335227,Hungary,ECBS,Department of Economics and Business,Submitted via Web (PAID),12:15:16,2023-03-16,2023-04-05,2023/24,
050000335403,Philippines,HIST,Department of History,Submitted via Web (PAID),14:37:55,2022-11-03,2023-01-30,2023/24,
050000326055,Hungary,ECBS,Department of Economics and Business,Submitted via Web (PAID),22:48:23,2023-01-02,2023-01-06,2023/24,
050000326055,Hungary,ECBS,Department of Economics and Business,Submitted via Web (PAID),23:47:10,2023-01-02,2023-02-01,2023/24,
050000335725,United States of America,SLTG,Source Language Teaching Group,Submitted via Web (PAID),16:39:53,2023-09-06,2023-09-06,2023/24,
050000336012,Liberia,DOPP,Department of Public Policy,Submitted via Web (PAID),23:11:26,2023-01-05,2023-01-05,2023/24,
050000336012,Liberia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),03:56:57,2022-12-29,2023-01-05,2023/24,
050000336140,Kenya,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),13:11:51,2023-01-11,2023-01-19,2023/24,
050000336380,United Kingdom,INTR,Department of International Relations,Submitted via Web (PAID),22:38:55,2022-09-25,2022-10-07,2023/24,
050000336588,Bangladesh,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),10:04:52,2023-01-31,2023-01-31,2023/24,
050000336588,Bangladesh,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:31:55,2023-01-31,2023-01-31,2023/24,
,Stateless,UGS,Undergraduate Studies,Submitted via Web (PAID),15:17:30,2023-01-10,2023-01-30,2023/24,
050000337051,Ukraine,DOPP,Department of Public Policy,Submitted via Web (PAID),15:28:20,2022-12-10,2022-12-29,2023/24,
050000337387,Turkey,POLS,Department of Political Science,Submitted via Web (PAID),16:37:54,2023-05-18,2023-05-18,2023/24,
050000337404,Philippines,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),07:12:13,2022-11-19,2023-01-13,2023/24,
050000337404,Philippines,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),07:30:53,2022-11-19,2023-01-13,2023/24,
050000337458,Slovakia,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),21:52:13,2023-01-19,2023-01-31,2023/24,
050000337597,Ethiopia,LEGS,Department of Legal Studies,Submitted via Web (PAID),09:28:37,2023-01-21,2023-01-25,2023/24,
050000337649,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),10:59:21,2023-05-29,2023-05-29,2023/24,
050000337436,"Iran, Islamic Republic of",POLS,Department of Political Science,Submitted via Web (PAID),18:05:52,2023-01-22,2023-01-24,2023/24,DSPS
050000158738,Hungary,DOPP,Department of Public Policy,Downloaded / Application Started,14:38:24,2023-06-26,,2023/24,
050000337807,Brazil,LEGS,Department of Legal Studies,Submitted via Web (PAID),21:06:54,2023-01-21,2023-01-31,2023/24,
050000337934,India,LEGS,Department of Legal Studies,Submitted via Web (PAID),10:50:05,2022-11-29,2023-01-03,2023/24,
050000338186,Iraq,GENS,Department of Gender Studies,Submitted via Web (PAID),13:35:59,2023-01-29,2023-02-01,2023/24,
050000338186,Iraq,LEGS,Department of Legal Studies,Submitted via Web (PAID),10:50:07,2022-09-26,2023-02-01,2023/24,
050000325454,Kyrgyzstan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),22:49:34,2022-12-27,2023-01-03,2023/24,SOCLJOBSAC
050000338461,Ethiopia,LEGS,Department of Legal Studies,Downloaded / Application Started,17:36:02,2023-09-12,,2023/24,
050000338873,Ethiopia,NATI,Nationalism Studies Program,Submitted via Web (PAID),18:02:46,2022-12-26,2023-01-21,2023/24,
050000338873,Ethiopia,NATI,Nationalism Studies Program,Submitted via Web (PAID),22:47:45,2022-11-04,2023-01-21,2023/24,
050000338873,Ethiopia,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),14:17:50,2022-09-28,2023-01-12,2023/24,
050000339251,Turkey,HIST,Department of History,Submitted via Web (PAID),15:59:32,2023-01-27,2023-02-06,2023/24,
050000339643,Nigeria,INTR,Department of International Relations,Submitted via Web (PAID),06:27:42,2022-11-11,2022-11-15,2023/24,
050000339643,Nigeria,POLS,Department of Political Science,Submitted via Web (PAID),11:26:42,2022-11-13,2022-11-15,2023/24,
050000339643,Nigeria,DOPP,Department of Public Policy,Submitted via Web (PAID),05:46:34,2022-10-24,2022-11-15,2023/24,
050000339643,Nigeria,DOPP,Department of Public Policy,Submitted via Web (PAID),10:25:19,2022-11-13,2022-11-15,2023/24,
050000339802,Ghana,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:32:43,2023-01-11,2023-01-18,2023/24,
050000334875,Kyrgyzstan,GENS,Department of Gender Studies,Submitted via Web (PAID),00:46:10,2023-01-22,2023-02-03,2023/24,CDCR
050000342578,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),08:59:26,2023-01-26,2023-02-01,2023/24,
050000343734,Ukraine,DOPP,Department of Public Policy,Submitted via Web (PAID),10:41:52,2023-06-22,2023-08-25,2023/24,ENVS
050000343814,Hungary,DOPP,Department of Public Policy,Submitted via Web (PAID),16:55:10,2023-01-14,2023-02-02,2023/24,
050000343814,Hungary,DOPP,Department of Public Policy,Submitted via Web (PAID),16:35:43,2023-01-14,2023-02-02,2023/24,
050000343978,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),12:37:42,2023-01-21,2023-01-21,2023/24,
050000343979,Afghanistan,INTR,Department of International Relations,Submitted via Web (PAID),11:42:05,2022-12-05,2023-01-30,2023/24,
050000344520,Russian Federation,INTR,Department of International Relations,Submitted via Web (PAID),16:15:42,2022-12-26,2022-12-26,2023/24,
050000344520,Russian Federation,DOPP,Department of Public Policy,Submitted via Web (PAID),14:16:34,2022-10-13,2022-11-04,2023/24,
050000344520,Russian Federation,DOPP,Department of Public Policy,Submitted via Web (PAID),21:58:22,2022-11-03,2022-11-04,2023/24,
050000344520,Russian Federation,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),23:05:06,2022-11-03,2023-02-01,2023/24,
050000345259,Montenegro,HIST,Department of History,Submitted via Web (PAID),20:48:58,2023-01-16,2023-01-16,2023/24,LAC-SER
050000345259,Montenegro,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),17:23:33,2023-01-15,2023-01-16,2023/24,LAC-SER
050000345418,Kyrgyzstan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),09:52:40,2023-01-31,2023-01-31,2023/24,
050000345739,Pakistan,ECBS,Department of Economics and Business,Submitted via Web (PAID),19:48:13,2023-01-25,2023-01-31,2023/24,
050000345739,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),20:26:04,2023-01-31,2023-01-31,2023/24,
050000345739,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),14:04:29,2022-11-28,2023-01-25,2023/24,
050000345851,Uzbekistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),17:16:24,2023-03-17,2023-03-17,2023/24,
050000345851,Uzbekistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:26:32,2023-04-14,2023-04-14,2023/24,
050000345956,Bangladesh,LEGS,Department of Legal Studies,Submitted via Web (PAID),14:55:31,2022-12-09,2023-01-30,2023/24,
050000346139,Pakistan,ECBS,Department of Economics and Business,Submitted via Web (PAID),11:56:21,2023-01-25,2023-02-06,2023/24,
050000346139,Pakistan,ECBS,Department of Economics and Business,Submitted via Web (PAID),11:56:33,2023-01-25,2023-02-06,2023/24,
050000346139,Pakistan,ECBS,Department of Economics and Business,Submitted via Web (PAID),11:56:37,2023-01-25,2023-02-06,2023/24,
050000346366,Bangladesh,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),07:01:01,2022-12-21,2023-01-30,2023/24,
050000347206,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),19:48:13,2022-12-13,2023-02-01,2023/24,
050000347376,Kazakhstan,DOPP,Department of Public Policy,Submitted via Web (PAID),07:03:22,2022-10-10,2023-01-18,2023/24,
050000347376,Kazakhstan,DOPP,Department of Public Policy,Submitted via Web (PAID),07:10:10,2022-10-10,2023-01-18,2023/24,
050000347526,Zambia,ECBS,Department of Economics and Business,Submitted via Web (PAID),22:07:00,2022-12-07,2022-12-15,2023/24,
050000347526,Zambia,ECBS,Department of Economics and Business,Submitted via Web (PAID),00:22:09,2022-12-10,2022-12-15,2023/24,
050000346778,Mexico,PHIL,Department of Philosophy,Submitted via Web (PAID),13:12:33,2022-09-24,2023-01-30,2023/24,OHWEB271120
050000296083,Ethiopia,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),17:11:26,2022-10-17,2022-10-19,2023/24,DSPSJOBSAC
,Uzbekistan,POLS,Department of Political Science,Submitted via Web (PAID),12:28:29,2023-01-23,2023-01-26,2023/24,
050000348408,"Iran, Islamic Republic of",DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),17:38:20,2022-10-11,2023-02-03,2023/24,NATIJOBSAC
050000348598,Kosovo,GENS,Department of Gender Studies,Submitted via Web (PAID),15:52:20,2023-01-18,2023-01-27,2023/24,
050000348636,Ukraine,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),18:33:31,2023-07-14,2023-07-20,2023/24,
050000348637,"Iran, Islamic Republic of",DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),15:34:20,2022-12-21,2022-12-21,2023/24,
050000348637,"Iran, Islamic Republic of",LEGS,Department of Legal Studies,Submitted via Web (PAID),18:04:24,2022-11-17,2022-11-24,2023/24,
050000348668,Brazil,LEGS,Department of Legal Studies,Submitted via Web (PAID),12:16:25,2023-01-20,2023-02-02,2023/24,
050000349012,Gambia,DOPP,Department of Public Policy,Submitted via Web (PAID),18:33:55,2022-11-07,2022-11-25,2023/24,
050000349283,Armenia,GENS,Department of Gender Studies,Submitted via Web (PAID),14:09:00,2023-01-21,2023-02-06,2023/24,
050000349568,Hungary,DNDS,Department of Network and Data Science,Submitted via Web (PAID),13:56:31,2023-01-29,2023-02-02,2023/24,
050000349604,Viet Nam,DNDS,Department of Network and Data Science,Submitted via Web (PAID),20:00:40,2023-01-26,2023-02-02,2023/24,
050000349628,Bangladesh,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),19:07:27,2023-01-18,2023-01-30,2023/24,
050000349628,Bangladesh,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),07:34:35,2023-01-24,2023-01-30,2023/24,
050000349681,Georgia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:18:38,2022-11-30,2022-12-02,2023/24,
050000349859,Austria,HIST,Department of History,Submitted via Web (PAID),22:26:38,2023-01-28,2023-02-01,2023/24,
050000349893,Russian Federation,PHIL,Department of Philosophy,Submitted via Web (PAID),16:11:29,2023-01-18,2023-01-24,2023/24,
050000349899,Slovenia,HIST,Department of History,Submitted via Web (PAID),12:41:08,2023-01-30,2023-02-02,2023/24,
050000350398,Pakistan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),03:58:20,2023-01-02,2023-02-06,2023/24,
050000350398,Pakistan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),11:53:27,2023-01-30,2023-02-06,2023/24,
050000350398,Pakistan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),22:18:38,2023-01-27,2023-02-06,2023/24,
050000350398,Pakistan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),22:29:52,2023-01-27,2023-02-06,2023/24,
050000350462,Nigeria,DOPP,Department of Public Policy,Submitted via Web (PAID),18:00:21,2023-01-30,2023-02-03,2023/24,
050000350716,Pakistan,DNDS,Department of Network and Data Science,Submitted via Web (PAID),16:41:07,2022-12-05,2022-12-06,2023/24,
050000350726,Albania,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),13:52:43,2023-01-30,2023-02-02,2023/24,
050000351053,United States of America,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),19:42:43,2023-01-26,2023-02-03,2023/24,
050000351158,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),10:57:34,2023-01-23,2023-02-03,2023/24,
050000351158,Pakistan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),09:02:35,2023-01-30,2023-02-03,2023/24,
050000351158,Pakistan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),15:15:41,2022-10-10,2023-02-03,2023/24,
050000351170,United States of America,HIST,Department of History,Submitted via Web (PAID),15:57:12,2023-01-07,2023-02-01,2023/24,
050000351277,"Palestinian Territory, Occupied",GENS,Department of Gender Studies,Submitted via Web (PAID),15:59:44,2023-01-22,2023-02-03,2023/24,
050000351813,Tunisia,ECBS,Department of Economics and Business,Submitted via Web (PAID),10:23:59,2022-10-15,2023-01-20,2023/24,
050000352033,Mexico,HIST,Department of History,Submitted via Web (PAID),02:37:38,2022-10-12,2023-01-31,2023/24,
050000352370,Malta,ECBS,Department of Economics and Business,Submitted via Web (PAID),14:10:35,2023-01-27,2023-01-30,2023/24,
050000324824,"Iran, Islamic Republic of",GENS,Department of Gender Studies,Submitted via Web (PAID),22:03:56,2022-10-18,2023-01-23,2023/24,
050000324824,"Iran, Islamic Republic of",LEGS,Department of Legal Studies,Submitted via Web (PAID),09:21:25,2023-01-20,2023-01-23,2023/24,
050000352675,Bosnia and Herzegovina,HIST,Department of History,Submitted via Web (PAID),18:22:29,2023-01-10,2023-01-24,2023/24,
050000352713,Mexico,PHIL,Department of Philosophy,Submitted via Web (PAID),16:52:59,2022-12-09,2022-12-21,2023/24,
050000352742,Serbia,DOPP,Department of Public Policy,Submitted via Web (PAID),11:23:29,2023-06-09,2023-06-16,2023/24,
050000352877,Mongolia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),20:23:08,2022-10-08,2022-10-19,2023/24,
050000352940,Pakistan,LEGS,Department of Legal Studies,Submitted via Web (PAID),06:50:36,2022-11-30,2023-02-06,2023/24,
050000353529,India,DOPP,Department of Public Policy,Submitted via Web (PAID),17:42:45,2023-01-16,2023-02-01,2023/24,
050000353529,India,INTR,Department of International Relations,Submitted via Web (PAID),18:09:22,2023-01-16,2023-02-01,2023/24,
050000353611,Egypt,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),09:00:26,2023-01-19,2023-02-03,2023/24,
050000353861,Hungary,ECBS,Department of Economics and Business,Submitted via Web (PAID),11:31:36,2022-12-12,2022-12-15,2023/24,
050000354083,Hungary,LEGS,Department of Legal Studies,Submitted via Web (PAID),12:16:43,2023-02-01,2023-02-03,2023/24,
050000307159,Kosovo,GENS,Department of Gender Studies,Submitted via Web (PAID),13:13:52,2022-11-13,2023-02-01,2023/24,CFAOSFFB
050000354490,Ghana,DOPP,Department of Public Policy,Submitted via Web (PAID),13:04:13,2022-12-06,2023-01-30,2023/24,
050000354490,Ghana,DOPP,Department of Public Policy,Submitted via Web (PAID),13:01:39,2022-12-06,2023-02-01,2023/24,
050000354917,Ukraine,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),21:55:18,2023-01-08,2023-02-02,2023/24,
050000354947,Hungary,PHIL,Department of Philosophy,Submitted via Web (PAID),13:09:57,2023-01-24,2023-02-01,2023/24,
050000355050,Ukraine,INTR,Department of International Relations,Submitted via Web (PAID),16:27:43,2023-01-25,2023-02-06,2023/24,
050000355163,Kazakhstan,INTR,Department of International Relations,Submitted via Web (PAID),14:33:12,2022-12-09,2022-12-12,2023/24,
050000355163,Kazakhstan,INTR,Department of International Relations,Submitted via Web (PAID),15:39:56,2022-12-09,2022-12-14,2023/24,
050000334755,Ukraine,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),17:28:03,2023-01-24,2023-02-03,2023/24,SOCL
050000355608,Costa Rica,PHIL,Department of Philosophy,Submitted via Web (PAID),17:06:56,2023-01-10,2023-01-11,2023/24,
050000345314,Hungary,GENS,Department of Gender Studies,Submitted via Web (PAID),17:52:41,2022-11-10,2023-02-01,2023/24,OHWEB271120
050000355686,Egypt,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),13:28:09,2023-01-22,2023-01-22,2023/24,
050000355689,United States of America,PHIL,Department of Philosophy,Submitted via Web (PAID),00:47:21,2023-01-09,2023-02-03,2023/24,
050000355881,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),15:28:54,2023-01-05,2023-01-13,2023/24,
,Nigeria,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),16:11:38,2023-01-16,2023-02-01,2023/24,
050000356030,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),09:30:28,2022-11-07,2022-11-09,2023/24,
050000356088,Uganda,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),15:16:41,2022-12-13,2022-12-20,2023/24,
050000356280,"Iran, Islamic Republic of",HIST,Department of History,Submitted via Web (PAID),11:32:07,2023-01-26,2023-02-02,2023/24,
050000356371,Spain,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),17:38:42,2022-11-22,2023-01-18,2023/24,
050000288416,Serbia,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),22:15:22,2022-11-17,2023-02-02,2023/24,INTRSTUDYP
050000356440,Azerbaijan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),07:11:39,2023-01-24,2023-01-24,2023/24,
050000356504,Colombia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),23:15:24,2022-12-16,2022-12-17,2023/24,
050000356507,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),12:12:12,2023-01-10,2023-02-07,2023/24,
050000356507,Pakistan,DNDS,Department of Network and Data Science,Submitted via Web (PAID),12:07:06,2023-01-10,2023-02-06,2023/24,
050000356764,Ethiopia,HIST,Department of History,Submitted via Web (PAID),13:49:54,2022-11-11,2023-01-24,2023/24,
050000357261,Syrian Arab Republic,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),19:17:35,2023-01-08,2023-02-01,2023/24,
050000357261,Syrian Arab Republic,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:23:08,2023-01-29,2023-02-01,2023/24,
050000357414,Kazakhstan,PHIL,Department of Philosophy,Submitted via Web (PAID),13:48:48,2023-01-24,2023-01-25,2023/24,
050000357459,Egypt,GENS,Department of Gender Studies,Submitted via Web (PAID),13:23:00,2023-01-18,2023-01-20,2023/24,
050000357459,Egypt,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),01:22:09,2023-01-19,2023-01-20,2023/24,
050000357477,Kazakhstan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),07:54:01,2022-12-01,2023-01-25,2023/24,
050000357480,"Iran, Islamic Republic of",GENS,Department of Gender Studies,Submitted via Web (PAID),12:48:21,2022-11-07,2022-11-14,2023/24,
050000357480,"Iran, Islamic Republic of",PHIL,Department of Philosophy,Submitted via Web (PAID),13:19:34,2022-11-07,2022-11-14,2023/24,
050000357535,Ukraine,HIST,Department of History,Submitted via Web (PAID),17:26:48,2023-01-20,2023-02-02,2023/24,
050000357679,Turkey,HIST,Department of History,Submitted via Web (PAID),12:44:13,2023-01-05,2023-02-02,2023/24,
050000358010,Romania,MEDS,Department of Medieval Studies,Submitted via Web (PAID),10:22:55,2023-01-12,2023-02-01,2023/24,
050000358095,Armenia,ECBS,Department of Economics and Business,Submitted via Web (PAID),23:04:51,2022-10-15,2023-01-30,2023/24,
050000349439,"Moldova, Republic of",DNDS,Department of Network and Data Science,Submitted via Web (PAID),18:16:17,2023-01-26,2023-02-06,2023/24,LAC-MOL
050000358140,Turkey,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),09:53:40,2023-01-31,2023-01-31,2023/24,
050000358140,Turkey,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),00:02:31,2023-01-30,2023-01-31,2023/24,
050000358334,Bangladesh,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),20:18:49,2023-01-24,2023-02-01,2023/24,
050000358391,Lithuania,PHIL,Department of Philosophy,Submitted via Web (PAID),15:13:15,2023-04-21,2023-04-26,2023/24,
050000358422,India,CDCR,Department of Cognitive Science,Submitted via Web (PAID),13:56:50,2023-01-25,2023-01-26,2023/24,
050000358576,Bangladesh,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),20:12:46,2022-12-28,2023-01-30,2023/24,
050000358605,Georgia,INTR,Department of International Relations,Submitted via Web (PAID),22:41:01,2023-01-25,2023-02-03,2023/24,
050000358645,Argentina,MEDS,Department of Medieval Studies,Submitted via Web (PAID),22:27:30,2023-01-17,2023-01-30,2023/24,
050000358723,Peru,PHIL,Department of Philosophy,Submitted via Web (PAID),22:09:39,2023-03-12,2023-03-14,2023/24,
050000358790,Tunisia,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),14:36:40,2023-01-06,2023-01-27,2023/24,
050000358798,Pakistan,ECBS,Department of Economics and Business,Submitted via Web (PAID),20:01:40,2022-10-03,2023-01-02,2023/24,
050000358864,Republic of North Macedonia,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),16:21:02,2023-01-15,2023-01-31,2023/24,
050000358973,Kosovo,DOPP,Department of Public Policy,Submitted via Web (PAID),14:44:50,2023-01-27,2023-02-02,2023/24,
050000358973,Kosovo,DNDS,Department of Network and Data Science,Submitted via Web (PAID),18:06:15,2023-01-28,2023-02-08,2023/24,
050000358980,Turkey,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),21:56:49,2023-01-31,2023-02-06,2023/24,
050000359002,Ukraine,ECBS,Department of Economics and Business,Submitted via Web (PAID),00:07:14,2023-01-29,2023-02-05,2023/24,
050000359056,Russian Federation,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),17:12:46,2023-01-13,2023-01-23,2023/24,
050000359071,Cameroon,LEGS,Department of Legal Studies,Submitted via Web (PAID),16:48:24,2022-11-25,2023-02-02,2023/24,
050000339667,Serbia,INTR,Department of International Relations,Submitted via Web (PAID),13:07:19,2023-06-29,2023-07-19,2023/24,CEUHOME
050000359183,Ukraine,PHIL,Department of Philosophy,Submitted via Web (PAID),21:17:08,2023-02-01,2023-02-06,2023/24,
050000359538,Hungary,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),22:28:52,2023-01-30,2023-01-31,2023/24,
050000359565,Hungary,ECBS,Department of Economics and Business,Submitted via Web (PAID),20:30:30,2023-01-26,2023-02-06,2023/24,
050000359705,Nigeria,LEGS,Department of Legal Studies,Submitted via Web (PAID),21:02:51,2023-01-31,2023-02-02,2023/24,
050000359705,Nigeria,LEGS,Department of Legal Studies,Submitted via Web (PAID),15:39:20,2023-01-31,2023-02-02,2023/24,
050000359735,India,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),07:43:49,2023-01-31,2023-02-01,2023/24,
050000359852,Kosovo,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),11:19:47,2023-01-27,2023-02-03,2023/24,
050000359853,Germany,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),10:47:17,2022-12-05,2023-02-01,2023/24,
050000359906,Ukraine,PHIL,Department of Philosophy,Submitted via Web (PAID),14:55:51,2023-02-01,2023-02-02,2023/24,
050000337686,Russian Federation,DOPP,Department of Public Policy,Submitted via Web (PAID),13:56:36,2023-01-22,2023-01-23,2023/24,SOCL
050000360251,Turkey,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),18:45:24,2023-02-01,2023-02-03,2023/24,
050000360289,Sierra Leone,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),08:47:19,2023-01-23,2023-01-23,2023/24,
050000336860,Argentina,DNDS,Department of Network and Data Science,Submitted via Web (PAID),17:15:12,2022-10-12,2023-02-02,2023/24,CEUHOME
050000360689,Kazakhstan,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),14:20:50,2023-01-06,2023-02-03,2023/24,
050000315660,Republic of North Macedonia,POLS,Department of Political Science,Submitted via Web (PAID),17:34:11,2023-02-01,2023-02-06,2023/24,PHIL
050000315660,Republic of North Macedonia,POLS,Department of Political Science,Submitted via Web (PAID),14:44:31,2023-02-01,2023-02-06,2023/24,PHIL
050000315660,Republic of North Macedonia,DOPP,Department of Public Policy,Submitted via Web (PAID),17:43:04,2023-02-01,2023-02-06,2023/24,PHIL
050000360863,Hungary,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),14:47:33,2023-01-24,2023-02-06,2023/24,
050000360933,Hungary,MEDS,Department of Medieval Studies,Submitted via Web (PAID),20:02:30,2023-02-01,2023-02-07,2023/24,
050000361118,Kenya,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),00:02:48,2022-09-27,2023-01-30,2023/24,
050000361194,"Tanzania, United Republic of",SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),20:57:02,2022-11-04,2023-01-20,2023/24,
050000361579,Ethiopia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),22:04:36,2022-12-10,2022-12-12,2023/24,
050000362320,Hungary,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),19:18:16,2022-10-10,2022-10-18,2023/24,
050000362516,Turkey,GENS,Department of Gender Studies,Submitted via Web (PAID),14:00:21,2022-11-04,2023-01-31,2023/24,
050000362516,Turkey,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),12:37:35,2022-11-25,2023-01-31,2023/24,
050000362720,Turkey,RGPP,Roma Graduate Preparation Program,Submitted via Web (PAID),22:50:12,2023-04-03,2023-04-04,2023/24,
050000363048,India,GENS,Department of Gender Studies,Submitted via Web (PAID),06:06:58,2023-01-28,2023-02-06,2023/24,
